values,
2152.822586,113510
2127.010659,113511
2085.14852,113512
2033.967403,113513
1982.351207,113514
1939.335117,113515
1911.999608,113516
1905.078119,113517
1920.095122,113518
1953.450779,113519
1999.785854,113520
2051.523043,113521
2124.359333,113522
2209.756634,113523
2331.413737,113524
2486.558237,113525
2674.903845,113526
2893.651576,113527
3132.301608,113528
3371.504659,113529
3587.579757,113530
3752.039329,113531
3843.794568,113532
3848.601372,113533
3767.238848,113534
3544.38958,113535
3341.707657,113536
3120.551731,113537
2911.278511,113538
2737.78474,113539
2613.200655,113540
2538.409756,113541
2503.502268,113542
2491.049645,113543
2482.840437,113544
2464.844146,113545
2430.097647,113546
2381.407683,113547
2328.237316,113548
2284.339236,113549
2261.05549,113550
2265.314373,113551
2272.592318,113552
2287.578375,113553
2270.58084,113554
2206.938451,113555
2084.070092,113556
1899.917659,113557
1666.01598,113558
1407.395145,113559
1215.577971,113560
1034.116903,113561
954.0496155,113562
991.8849149,113563
1145.716529,113564
1392.926938,113565
1696.657798,113566
2009.749181,113567
2285.551684,113568
2488.710625,113569
2600.535977,113570
2622.269155,113571
2573.870186,113572
2485.624317,113573
2393.949953,113574
2329.05667,113575
2308.137259,113576
2335.149244,113577
2399.673202,113578
2481.869837,113579
2557.833604,113580
2609.108207,113581
2625.72331,113582
2608.172633,113583
2568.058525,113584
2523.180044,113585
2492.500403,113586
2490.247124,113587
2493.672827,113588
2555.658584,113589
2635.581539,113590
2715.292524,113591
2778.184839,113592
2811.277981,113593
2810.340981,113594
2776.498352,113595
2721.072272,113596
2656.367696,113597
2594.481775,113598
2545.183153,113599
2511.0694,113600
2488.443176,113601
2468.50027,113602
2441.088707,113603
2396.74402,113604
2332.300685,113605
2249.776755,113606
2157.964703,113607
2069.637474,113608
1999.31727,113609
1958.040079,113610
1953.387159,113611
1985.230237,113612
2046.158472,113613
2124.977256,113614
2206.032144,113615
2275.221979,113616
2321.993388,113617
2340.873109,113618
2333.148783,113619
2305.398768,113620
2267.231727,113621
2229.536524,113622
2200.990319,113623
2185.761272,113624
2184.821554,113625
2193.368287,113626
2203.966292,113627
2209.003142,113628
2201.960624,113629
2180.146878,113630
2144.745367,113631
2101.319741,113632
2056.592751,113633
2018.606151,113634
1992.484919,113635
1980.714203,113636
1981.225654,113637
1988.680868,113638
1995.385623,113639
1993.681149,113640
1979.29498,113641
1949.744849,113642
1907.730296,113643
1858.627847,113644
1809.9882,113645
1769.452551,113646
1742.63841,113647
1732.440594,113648
1738.049299,113649
1754.255973,113650
1775.350449,113651
1794.249051,113652
1805.654843,113653
1806.938056,113654
1797.981322,113655
1780.863682,113656
1758.918201,113657
1735.335598,113658
1712.001779,113659
1688.758569,113660
1663.582893,113661
1641.65509,113662
1616.200052,113663
1593.87916,113664
1575.532698,113665
1564.546795,113666
1564.618191,113667
1579.503993,113668
1611.82096,113669
1680.584906,113670
1742.198341,113671
1811.936305,113672
1882.272341,113673
1946.155604,113674
1996.804085,113675
2030.97402,113676
2047.205225,113677
2047.272481,113678
2034.34017,113679
2012.041865,113680
1984.760814,113681
1954.508741,113682
1923.636016,113683
1893.203455,113684
1862.469463,113685
1831.625346,113686
1800.028352,113687
1767.479032,113688
1734.869986,113689
1704.086413,113690
1678.079863,113691
1659.002037,113692
1650.605141,113693
1655.737247,113694
1676.595995,113695
1714.618635,113696
1770.084502,113697
1841.499319,113698
1926.209698,113699
2020.463734,113700
2119.826142,113701
2220.750248,113702
2319.008862,113703
2411.063486,113704
2494.507958,113705
2567.764602,113706
2629.656581,113707
2679.831544,113708
2715.909615,113709
2740.599524,113710
2751.909686,113711
2757.54335,113712
2752.901563,113713
2747.245714,113714
2738.873622,113715
2729.503421,113716
2719.531124,113717
2707.331756,113718
2690.784686,113719
2666.982656,113720
2632.859883,113721
2587.088297,113722
2531.222664,113723
2468.137937,113724
2404.100174,113725
2346.221312,113726
2301.837025,113727
2276.177242,113728
2271.822194,113729
2286.903152,113730
2316.443748,113731
2353.0448,113732
2388.757904,113733
2416.638408,113734
2432.225516,113735
2433.235638,113736
2421.474214,113737
2400.49189,113738
2373.198932,113739
2342.977785,113740
2310.789207,113741
2275.180008,113742
2233.818294,113743
2183.225892,113744
2120.990612,113745
2046.027605,113746
1961.194299,113747
1870.238903,113748
1780.306467,113749
1697.840262,113750
1628.45804,113751
1576.155757,113752
1536.807089,113753
1510.932224,113754
1489.986584,113755
1468.739233,113756
1442.930971,113757
1410.622331,113758
1374.154926,113759
1337.24809,113760
1307.594665,113761
1290.672713,113762
1291.087933,113763
1310.235545,113764
1344.540588,113765
1389.053202,113766
1435.849679,113767
1478.348492,113768
1512.343903,113769
1537.788255,113770
1557.640517,113771
1593.700657,113772
1631.101967,113773
1689.750905,113774
1769.055094,113775
1862.876019,113776
1960.969662,113777
2047.343133,113778
2105.428149,113779
2120.965311,113780
2085.953032,113781
2002.227108,113782
1881.922093,113783
1744.649127,113784
1614.378829,113785
1513.879516,113786
1459.776553,113787
1456.492287,113788
1501.88529,113789
1580.619058,113790
1673.544116,113791
1760.503977,113792
1825.463453,113793
1860.7765,113794
1867.415902,113795
1856.562553,113796
1843.293812,113797
1843.98252,113798
1870.356863,113799
1925.769549,113800
2005.162513,113801
2093.646304,113802
2233.196883,113803
2276.198813,113804
2269.598363,113805
2204.847388,113806
2083.3175,113807
1916.476559,113808
1723.635666,113809
1528.045485,113810
1351.659098,113811
1212.662677,113812
1120.672607,113813
1078.334446,113814
1079.415451,113815
1113.221579,113816
1166.869522,113817
1228.006299,113818
1287.590533,113819
1355.501696,113820
1423.741951,113821
1511.183488,113822
1622.857345,113823
1762.528128,113824
1930.672664,113825
2122.619196,113826
2327.330511,113827
2528.213369,113828
2710.420856,113829
2858.412668,113830
2963.251242,113831
3022.989319,113832
3042.684546,113833
3032.894907,113834
3006.668193,113835
2978.255794,113836
2956.324816,113837
2948.41469,113838
2955.557332,113839
2974.569577,113840
3000.950405,113841
3028.531665,113842
3046.131142,113843
3052.000121,113844
3037.395535,113845
3000.939536,113846
2942.786927,113847
2865.211323,113848
2771.881573,113849
2668.551568,113850
2561.457777,113851
2459.263666,113852
2369.262181,113853
2299.110621,113854
2254.363057,113855
2237.178066,113856
2246.490239,113857
2277.437235,113858
2322.773689,113859
2372.954508,113860
2418.941886,113861
2453.050329,113862
2469.933709,113863
2467.697721,113864
2447.238898,113865
2411.956431,113866
2366.511871,113867
2315.42929,113868
2263.24378,113869
2213.927544,113870
2170.112535,113871
2133.557941,113872
2106.153105,113873
2088.137362,113874
2081.010153,113875
2084.647997,113876
2099.361593,113877
2124.281526,113878
2156.608948,113879
2192.377056,113880
2226.274065,113881
2252.882369,113882
2268.034163,113883
2269.966104,113884
2259.486018,113885
2241.275876,113886
2220.849673,113887
2204.916192,113888
2198.940028,113889
2206.250409,113890
2226.683258,113891
2257.436119,113892
2292.784933,113893
2324.985278,113894
2346.5918,113895
2351.547515,113896
2337.60905,113897
2306.024889,113898
2261.789831,113899
2212.826594,113900
2166.667355,113901
2129.945705,113902
2105.819821,113903
2095.158412,113904
2094.174765,113905
2097.680552,113906
2098.921653,113907
2092.493153,113908
2075.003649,113909
2046.074125,113910
2008.694465,113911
1967.864619,113912
1930.217023,113913
1901.709764,113914
1887.163383,113915
1888.095107,113916
1906.957208,113917
1938.693281,113918
1981.52972,113919
2030.58778,113920
2081.416259,113921
2132.913327,113922
2185.073646,113923
2240.987552,113924
2303.989821,113925
2375.50472,113926
2456.939986,113927
2544.45711,113928
2665.568939,113929
2745.790152,113930
2810.507837,113931
2851.60468,113932
2863.319083,113933
2843.504712,113934
2795.030237,113935
2724.849736,113936
2643.334192,113937
2561.984581,113938
2491.324057,113939
2438.970918,113940
2404.258601,113941
2383.56521,113942
2367.667052,113943
2344.198388,113944
2302.182761,113945
2234.588172,113946
2139.214356,113947
2020.571877,113948
1887.931145,113949
1755.507907,113950
1637.572105,113951
1546.656432,113952
1491.276127,113953
1475.519227,113954
1497.162369,113955
1552.077172,113956
1633.178346,113957
1733.86788,113958
1850.074636,113959
1980.499044,113960
2126.572005,113961
2290.175277,113962
2472.065131,113963
2671.626148,113964
2879.402694,113965
3085.952999,113966
3276.213323,113967
3435.295544,113968
3550.952249,113969
3615.823218,113970
3628.962192,113971
3596.172839,113972
3528.992393,113973
3442.514259,113974
3352.540463,113975
3268.811922,113976
3199.460697,113977
3141.921376,113978
3089.810629,113979
3032.187943,113980
2958.520505,113981
2860.59402,113982
2736.892754,113983
2590.524185,113984
2432.21885,113985
2275.697632,113986
2134.211295,113987
2018.976181,113988
1935.2957,113989
1876.565831,113990
1866.665603,113991
1892.795182,113992
1943.025982,113993
2007.7663,113994
2079.533764,113995
2154.359746,113996
2228.247992,113997
2298.438352,113998
2360.075428,113999
2408.664331,114000
2437.410506,114001
2441.175135,114002
2415.936383,114003
2361.065165,114004
2280.058323,114005
2179.900649,114006
2070.582122,114007
1962.086114,114008
1864.614911,114009
1784.080818,114010
1724.005156,114011
1682.645859,114012
1655.525143,114013
1634.695393,114014
1612.946645,114015
1584.493227,114016
1547.724805,114017
1504.300608,114018
1460.440594,114019
1424.240193,114020
1403.675579,114021
1405.170093,114022
1431.752193,114023
1482.75734,114024
1552.171579,114025
1632.03106,114026
1713.265468,114027
1787.488802,114028
1849.572151,114029
1899.174967,114030
1939.508261,114031
1977.471215,114032
2020.416926,114033
2075.201036,114034
2144.480851,114035
2203.564557,114036
2261.040563,114037
2283.681368,114038
2257.993039,114039
2179.844485,114040
2048.069102,114041
1872.589925,114042
1674.128557,114043
1479.490054,114044
1318.288996,114045
1214.647308,114046
1183.22838,114047
1224.422212,114048
1326.077463,114049
1465.061598,114050
1612.89985,114051
1743.523909,114052
1837.855006,114053
1887.967903,114054
1898.340895,114055
1881.650267,114056
1856.704946,114057
1840.959759,114058
1847.04818,114059
1879.862156,114060
1935.576808,114061
2002.27635,114062
2065.528058,114063
2111.142734,114064
2129.510167,114065
2118.394464,114066
2082.581427,114067
2032.670964,114068
1981.182138,114069
1941.133324,114070
1920.488651,114071
1921.937228,114072
1942.668922,114073
1974.178778,114074
2005.874904,114075
2028.144296,114076
2035.994744,114077
2015.301017,114078
1998.185445,114079
1984.531431,114080
1986.693818,114081
2015.662198,114082
2077.843735,114083
2172.530364,114084
2292.259809,114085
2423.492874,114086
2549.298504,114087
2653.351844,114088
2723.441468,114089
2754.064452,114090
2750.535679,114091
2724.492665,114092
2694.656345,114093
2679.330027,114094
2693.992601,114095
2746.885528,114096
2836.370044,114097
2952.993538,114098
3079.566306,114099
3197.979002,114100
3290.589021,114101
3345.136087,114102
3358.054594,114103
3333.459153,114104
3281.085385,114105
3215.661711,114106
3148.656594,114107
3088.72566,114108
3037.660076,114109
2990.531995,114110
2939.05864,114111
2874.295919,114112
2764.805357,114113
2656.104762,114114
2529.87141,114115
2397.925273,114116
2277.009107,114117
2182.499326,114118
2127.065829,114119
2116.762838,114120
2148.811233,114121
2212.778947,114122
2292.076892,114123
2366.734981,114124
2418.239203,114125
2433.397319,114126
2406.722363,114127
2340.243877,114128
2245.186915,114129
2135.752746,114130
2028.132078,114131
1935.66128,114132
1866.643403,114133
1821.796558,114134
1797.372778,114135
1784.325326,114136
1771.707871,114137
1803.145563,114138
1769.385886,114139
1723.488985,114140
1671.235261,114141
1622.134398,114142
1585.450883,114143
1569.298393,114144
1577.08427,114145
1607.18451,114146
1653.166944,114147
1705.240048,114148
1754.057084,114149
1791.742077,114150
1814.062155,114151
1824.135106,114152
1827.211095,114153
1843.213135,114154
1874.058328,114155
1937.838506,114156
2035.40654,114157
2163.114647,114158
2310.754625,114159
2464.715349,114160
2607.361487,114161
2677.979182,114162
2756.93567,114163
2788.903457,114164
2773.684051,114165
2716.878453,114166
2628.732737,114167
2520.86973,114168
2404.450844,114169
2287.83116,114170
2176.190141,114171
2071.751637,114172
1974.304679,114173
1883.497065,114174
1800.177238,114175
1725.826657,114176
1663.148597,114177
1615.306748,114178
1584.131978,114179
1569.15769,114180
1567.105722,114181
1572.809117,114182
1578.381565,114183
1576.860893,114184
1560.989583,114185
1527.826516,114186
1477.622132,114187
1415.126078,114188
1347.77298,114189
1284.385339,114190
1234.945544,114191
1205.777155,114192
1201.190983,114193
1220.918531,114194
1261.441613,114195
1314.848701,114196
1371.542812,114197
1422.617942,114198
1459.634705,114199
1477.704409,114200
1475.405402,114201
1455.178395,114202
1421.386677,114203
1381.396481,114204
1342.255467,114205
1311.064966,114206
1292.809503,114207
1290.100709,114208
1303.804204,114209
1332.175602,114210
1371.900673,114211
1420.175558,114212
1474.488734,114213
1533.982737,114214
1598.590303,114215
1669.346508,114216
1746.873491,114217
1831.2567,114218
1921.160052,114219
2013.645406,114220
2104.160773,114221
2187.49841,114222
2257.659866,114223
2310.714195,114224
2345.388222,114225
2362.457984,114226
2364.948725,114227
2359.272213,114228
2351.395381,114229
2346.879938,114230
2350.476361,114231
2362.279477,114232
2380.147976,114233
2398.17749,114234
2408.54426,114235
2404.095041,114236
2380.230813,114237
2333.92011,114238
2269.240972,114239
2192.898814,114240
2115.437183,114241
2050.056098,114242
2007.883887,114243
1998.106263,114244
2025.001236,114245
2087.803708,114246
2180.203504,114247
2291.364788,114248
2407.496528,114249
2514.301617,114250
2599.993691,114251
2655.506619,114252
2678.461381,114253
2671.261006,114254
2641.958082,114255
2571.102647,114256
2499.686002,114257
2407.053398,114258
2303.944506,114259
2193.84296,114260
2091.214596,114261
1998.570672,114262
1921.942821,114263
1868.418001,114264
1844.203217,114265
1849.620618,114266
1881.749491,114267
1932.805368,114268
1989.518254,114269
2037.564632,114270
2063.484284,114271
2059.021937,114272
2021.943437,114273
1956.986881,114274
1875.016895,114275
1790.348878,114276
1717.102521,114277
1642.596503,114278
1603.704777,114279
1572.029312,114280
1539.548654,114281
1495.082537,114282
1436.987248,114283
1343.825791,114284
1230.441555,114285
1110.271964,114286
1003.235404,114287
945.6094417,114288
925.7124324,114289
970.0455776,114290
1079.6719,114291
1243.120057,114292
1441.109879,114293
1648.657518,114294
1840.842461,114295
1996.820061,114296
2103.576651,114297
2156.972749,114298
2161.196773,114299
2126.704453,114300
2067.409094,114301
1997.064947,114302
1926.998667,114303
1865.113553,114304
1827.096207,114305
1804.076041,114306
1807.681543,114307
1834.010719,114308
1878.669162,114309
1938.589076,114310
2007.974137,114311
2079.824259,114312
2145.094669,114313
2195.181661,114314
2222.956879,114315
2225.092422,114316
2201.932124,114317
2159.058947,114318
2104.625519,114319
2048.32619,114320
1998.491488,114321
1961.130613,114322
1937.121241,114323
1917.956401,114324
1900.806308,114325
1871.873601,114326
1824.658952,114327
1755.280115,114328
1666.046521,114329
1563.424052,114330
1459.662078,114331
1368.374532,114332
1303.167061,114333
1272.328224,114334
1280.659868,114335
1325.344615,114336
1399.453609,114337
1492.191616,114338
1592.391377,114339
1691.280364,114340
1781.82154,114341
1862.799343,114342
1934.289392,114343
1999.456882,114344
2059.94795,114345
2115.950256,114346
2164.584351,114347
2199.831259,114348
2213.821154,114349
2198.236028,114350
2147.901411,114351
2060.930642,114352
1941.818379,114353
1798.365142,114354
1643.796601,114355
1491.406947,114356
1354.603285,114357
1244.415641,114358
1167.377865,114359
1125.471373,114360
1114.652155,114361
1127.300879,114362
1153.355198,114363
1181.523289,114364
1203.112431,114365
1212.764977,114366
1239.950911,114367
1298.088172,114368
1431.8544,114369
1637.626032,114370
1913.569207,114371
2248.521724,114372
2617.551789,114373
2982.158996,114374
3296.787261,114375
3517.978019,114376
3615.245167,114377
3577.247429,114378
3418.748723,114379
3174.256673,114380
2892.601053,114381
2627.246546,114382
2422.403835,114383
2305.585386,114384
2283.840691,114385
2341.482878,114386
2448.598999,114387
2567.836777,114388
2664.847152,114389
2715.666707,114390
2712.966288,114391
2663.28002,114392
2587.005198,114393
2508.399207,114394
2448.598728,114395
2420.866722,114396
2424.533923,114397
2449.469447,114398
2475.957726,114399
2483.341785,114400
2455.30152,114401
2384.945008,114402
2276.717496,114403
2147.602069,114404
2021.423853,114405
1923.673543,114406
1876.417127,114407
1890.224643,114408
1946.728303,114409
2045.01912,114410
2205.701109,114411
2279.764766,114412
2308.92507,114413
2280.464963,114414
2196.240444,114415
2071.696222,114416
1933.302234,114417
1810.564114,114418
1728.938149,114419
1703.107042,114420
1732.910619,114421
1804.429509,114422
1893.655121,114423
1973.6691,114424
2020.718059,114425
2023.265888,114426
1982.506251,114427
1913.113881,114428
1838.783516,114429
1786.263988,114430
1777.781654,114431
1824.40406,114432
1925.28921,114433
2066.55026,114434
2223.484255,114435
2368.514579,114436
2476.595852,114437
2531.941102,114438
2530.315269,114439
2482.534664,114440
2408.588012,114441
2333.407002,114442
2281.363603,114443
2269.643083,114444
2305.086749,114445
2382.160445,114446
2486.169316,114447
2593.433311,114448
2679.447623,114449
2722.16091,114450
2707.056986,114451
2629.149057,114452
2494.844563,114453
2317.861244,114454
2118.253815,114455
1918.851048,114456
1739.266746,114457
1595.263068,114458
1496.113735,114459
1442.044043,114460
1428.559916,114461
1444.746173,114462
1477.79021,114463
1515.460358,114464
1546.764036,114465
1565.408219,114466
1569.77896,114467
1563.227031,114468
1553.04972,114469
1549.781709,114470
1565.86108,114471
1611.414118,114472
1695.49877,114473
1823.529669,114474
1994.949358,114475
2200.62039,114476
2430.195163,114477
2665.175213,114478
2886.626452,114479
3076.769032,114480
3221.223372,114481
3310.790074,114482
3342.858745,114483
3303.579332,114484
3213.364008,114485
3065.508495,114486
2875.566875,114487
2656.741632,114488
2420.698644,114489
2178.939978,114490
2006.996157,114491
1784.420095,114492
1582.578955,114493
1408.785431,114494
1268.084851,114495
1162.565146,114496
1093.121504,114497
1057.39622,114498
1051.352661,114499
1069.603613,114500
1105.996481,114501
1154.427774,114502
1208.940896,114503
1264.053322,114504
1315.003141,114505
1357.678069,114506
1389.049384,114507
1407.021287,114508
1410.698518,114509
1400.293049,114510
1377.061973,114511
1343.231342,114512
1301.424152,114513
1254.836027,114514
1208.048963,114515
1163.994377,114516
1127.687566,114517
1104.252538,114518
1098.655997,114519
1117.487971,114520
1165.805339,114521
1248.405819,114522
1367.662863,114523
1521.647109,114524
1706.181972,114525
1912.665573,114526
2129.186075,114527
2342.540897,114528
2538.340715,114529
2703.656732,114530
2828.25293,114531
2906.138692,114532
2936.526717,114533
2923.388544,114534
2873.876412,114535
2797.832771,114536
2704.502848,114537
2603.086373,114538
2500.271395,114539
2400.923538,114540
2308.445136,114541
2223.97339,114542
2149.338056,114543
2086.302603,114544
2038.913982,114545
2013.152245,114546
2016.007843,114547
2050.230173,114548
2120.00553,114549
2221.671676,114550
2348.245534,114551
2488.975062,114552
2630.092147,114553
2756.892476,114554
2856.374855,114555
2919.338813,114556
2942.832761,114557
2929.953694,114558
2889.718382,114559
2834.229672,114560
2777.096811,114561
2729.557963,114562
2699.225786,114563
2688.697476,114564
2695.923497,114565
2715.360168,114566
2740.289865,114567
2758.131436,114568
2766.757127,114569
2758.182975,114570
2732.926441,114571
2693.540515,114572
2645.80044,114573
2597.26373,114574
2554.733547,114575
2526.007706,114576
2516.060409,114577
2527.500333,114578
2558.529967,114579
2604.518312,114580
2657.25798,114581
2706.262409,114582
2741.26377,114583
2752.710599,114584
2733.18901,114585
2680.122592,114586
2594.769983,114587
2482.925842,114588
2354.505505,114589
2220.767374,114590
2092.80034,114591
2024.625639,114592
1973.252359,114593
1992.513584,114594
2081.84159,114595
2238.689112,114596
2454.670473,114597
2714.557913,114598
2995.616208,114599
3272.051948,114600
3516.870853,114601
3707.411029,114602
3829.164898,114603
3877.909832,114604
3858.773555,114605
3720.307638,114606
3613.525689,114607
3489.985547,114608
3362.273063,114609
3236.303881,114610
3112.35975,114611
2984.950111,114612
2847.758176,114613
2696.11087,114614
2531.834307,114615
2362.757266,114616
2203.315635,114617
2073.490973,114618
1992.343992,114619
1973.780133,114620
2022.940505,114621
2134.328717,114622
2289.524001,114623
2464.815167,114624
2632.435374,114625
2767.410991,114626
2851.807773,114627
2876.193876,114628
2841.988051,114629
2758.510428,114630
2640.091816,114631
2501.058122,114632
2354.388162,114633
2206.468222,114634
2058.84536,114635
1909.104375,114636
1753.825583,114637
1592.720111,114638
1427.90243,114639
1268.726239,114640
1186.24013,114641
1077.708205,114642
1012.774528,114643
998.3105389,114644
1033.581545,114645
1109.864481,114646
1212.017867,114647
1321.204886,114648
1418.79,114649
1490.090715,114650
1527.065123,114651
1529.124623,114652
1502.859409,114653
1459.134571,114654
1410.361382,114655
1367.000648,114656
1335.32924,114657
1316.066232,114658
1305.487304,114659
1296.170126,114660
1280.716841,114661
1253.728269,114662
1215.110872,114663
1168.697947,114664
1123.846071,114665
1091.15385,114666
1080.284859,114667
1098.132373,114668
1145.98802,114669
1229.362062,114670
1334.485832,114671
1460.464339,114672
1595.898937,114673
1731.031838,114674
1860.329367,114675
1981.375518,114676
2095.214636,114677
2219.676821,114678
2334.464166,114679
2455.558358,114680
2578.628868,114681
2698.039989,114682
2806.429696,114683
2895.098099,114684
2955.579451,114685
2981.425478,114686
2970.137188,114687
2924.098483,114688
2850.700075,114689
2761.271156,114690
2668.890253,114691
2586.140712,114692
2522.667655,114693
2483.709908,114694
2469.470179,114695
2475.799122,114696
2495.746388,114697
2521.499058,114698
2546.513848,114699
2566.987673,114700
2582.2176,114701
2594.666171,114702
2608.531362,114703
2628.198068,114704
2656.953482,114705
2695.673434,114706
2742.718759,114707
2748.954278,114708
2802.381536,114709
2850.715422,114710
2890.994882,114711
2921.421402,114712
2937.655967,114713
2944.462254,114714
2939.267719,114715
2924.245869,114716
2901.514352,114717
2872.766641,114718
2837.485928,114719
2797.438194,114720
2752.35719,114721
2704.88705,114722
2656.47562,114723
2610.560631,114724
2569.287307,114725
2534.183593,114726
2504.542505,114727
2476.44993,114728
2444.379177,114729
2400.725381,114730
2337.287605,114731
2247.846973,114732
2128.824815,114733
1981.451596,114734
1810.26745,114735
1625.830645,114736
1442.279559,114737
1276.480235,114738
1142.885511,114739
1055.435176,114740
1020.637523,114741
1038.391522,114742
1102.066825,114743
1199.427931,114744
1314.916747,114745
1432.415266,114746
1541.650347,114747
1632.594671,114748
1704.498087,114749
1760.511366,114750
1805.637762,114751
1846.629053,114752
1889.959051,114753
1938.871025,114754
1993.448585,114755
2049.855247,114756
2102.051378,114757
2143.147244,114758
2167.160629,114759
2170.765878,114760
2153.063628,114761
2116.951073,114762
2065.994824,114763
2004.442125,114764
1937.631285,114765
1869.101115,114766
1802.826384,114767
1741.813341,114768
1683.27779,114769
1632.877116,114770
1586.83316,114771
1547.177998,114772
1514.483868,114773
1489.184566,114774
1469.955966,114775
1454.609643,114776
1439.899263,114777
1422.713785,114778
1399.218666,114779
1367.980668,114780
1328.616871,114781
1283.363432,114782
1237.26496,114783
1196.297581,114784
1167.977801,114785
1159.017985,114786
1174.866304,114787
1218.242065,114788
1289.392783,114789
1384.518631,114790
1498.099852,114791
1621.974198,114792
1747.694982,114793
1867.58342,114794
1975.569862,114795
2067.982885,114796
2141.757842,114797
2196.023438,114798
2229.227251,114799
2240.371863,114800
2228.511128,114801
2193.096178,114802
2135.091134,114803
2056.993621,114804
1963.485064,114805
1861.477969,114806
1759.760938,114807
1668.114565,114808
1596.311678,114809
1552.74187,114810
1541.82939,114811
1564.308903,114812
1615.515512,114813
1687.350543,114814
1768.346539,114815
1845.948621,114816
1900.367197,114817
1929.462715,114818
1917.519898,114819
1868.334772,114820
1790.652755,114821
1695.16977,114822
1597.823775,114823
1514.982308,114824
1461.608335,114825
1449.218136,114826
1483.485939,114827
1563.145862,114828
1680.766421,114829
1823.482722,114830
1976.615519,114831
2124.893404,114832
2259.625399,114833
2379.093358,114834
2491.849075,114835
2599.86548,114836
2720.549369,114837
2857.429104,114838
3011.781027,114839
3179.23489,114840
3348.612946,114841
3503.306237,114842
3624.741735,114843
3696.902084,114844
3707.069063,114845
3654.537768,114846
3545.941862,114847
3398.063492,114848
3230.495317,114849
3065.014014,114850
2916.544366,114851
2792.971437,114852
2692.376923,114853
2606.811725,114854
2521.76516,114855
2424.142867,114856
2303.342919,114857
2156.49984,114858
1989.191463,114859
1815.578944,114860
1655.269888,114861
1528.02587,114862
1450.271316,114863
1430.648744,114864
1468.154431,114865
1551.801421,114866
1665.022956,114867
1786.155328,114868
1895.935959,114869
1979.95523,114870
2030.963129,114871
2050.436083,114872
2046.583841,114873
2032.281661,114874
2020.611331,114875
2022.310058,114876
2043.298954,114877
2084.270517,114878
2141.537823,114879
2207.71264,114880
2276.145825,114881
2342.706301,114882
2403.298303,114883
2458.187585,114884
2508.460965,114885
2554.652523,114886
2595.415313,114887
2628.236791,114888
2648.752075,114889
2651.312228,114890
2632.766315,114891
2592.603789,114892
2534.391431,114893
2466.463508,114894
2400.910643,114895
2350.006292,114896
2325.212,114897
2333.398599,114898
2375.982852,114899
2446.472817,114900
2534.129535,114901
2607.81088,114902
2671.608066,114903
2698.868618,114904
2693.544928,114905
2664.956168,114906
2625.56928,114907
2591.512817,114908
2577.902737,114909
2594.414997,114910
2641.169429,114911
2707.110013,114912
2772.077226,114913
2811.367052,114914
2802.694815,114915
2731.402657,114916
2597.299976,114917
2415.662792,114918
2214.157212,114919
2031.142973,114920
1903.973229,114921
1864.543905,114922
1930.2462,114923
2096.113864,114924
2343.758958,114925
2635.843846,114926
2929.313466,114927
3183.006604,114928
3365.327125,114929
3458.57595,114930
3462.218281,114931
3390.900961,114932
3206.048597,114933
3067.985789,114934
2940.840925,114935
2844.870654,114936
2789.047112,114937
2771.422543,114938
2780.871263,114939
2802.902517,114940
2823.795885,114941
2834.826325,114942
2835.258276,114943
2830.74469,114944
2831.78728,114945
2849.771106,114946
2892.52307,114947
2956.535319,114948
3029.565383,114949
3096.055378,114950
3129.330963,114951
3110.615343,114952
3024.934324,114953
2870.392364,114954
2655.200902,114955
2399.797228,114956
2145.680124,114957
1898.894305,114958
1701.649591,114959
1573.382964,114960
1521.775842,114961
1540.857742,114962
1596.171307,114963
1666.207471,114964
1705.992573,114965
1696.756251,114966
1627.495923,114967
1499.326917,114968
1326.525278,114969
1135.634804,114970
958.0266227,114971
826.0016213,114972
764.4063152,114973
785.1800527,114974
886.5290439,114975
1052.731996,114976
1258.447932,114977
1474.222189,114978
1673.315802,114979
1835.577557,114980
1949.915655,114981
2016.654877,114982
2042.933425,114983
2042.29201,114984
2027.966956,114985
2012.437395,114986
2003.59807,114987
1999.176832,114988
2001.1769,114989
2006.031461,114990
2011.554325,114991
2018.48155,114992
2031.89811,114993
2060.0466,114994
2113.219133,114995
2196.678466,114996
2314.274212,114997
2460.771068,114998
2624.385856,114999
2788.084776,115000
2932.337546,115001
3038.597258,115002
3093.563726,115003
3091.99816,115004
3038.168937,115005
2944.789199,115006
2830.392237,115007
2715.181275,115008
2616.742766,115009
2546.764594,115010
2509.101223,115011
2499.989675,115012
2510.063743,115013
2527.412522,115014
2541.436015,115015
2545.135549,115016
2537.256936,115017
2521.862261,115018
2506.633561,115019
2507.907168,115020
2519.753989,115021
2554.261488,115022
2598.425485,115023
2639.548011,115024
2661.638353,115025
2648.179633,115026
2586.526452,115027
2471.049228,115028
2306.031994,115029
2106.534458,115030
1894.92681,115031
1698.984703,115032
1545.04636,115033
1453.694856,115034
1436.40466,115035
1492.874563,115036
1611.731342,115037
1771.868888,115038
1947.657441,115039
2112.490317,115040
2241.953144,115041
2319.401742,115042
2336.272669,115043
2292.719111,115044
2195.530155,115045
2057.41143,115046
1892.247656,115047
1715.684976,115048
1540.777563,115049
1389.708693,115050
1265.419548,115051
1185.788053,115052
1154.470073,115053
1173.619191,115054
1240.656996,115055
1348.98238,115056
1486.897304,115057
1638.859925,115058
1786.096833,115059
1911.139982,115060
1998.598704,115061
2038.848298,115062
2029.166759,115063
1974.945341,115064
