values,
890.5021886,37907
771.2396892,37908
731.9411484,37909
777.4190766,37910
901.4128717,37911
1085.902617,37912
1307.799557,37913
1542.844431,37914
1770.653624,37915
1977.715189,37916
2162.419247,37917
2329.441876,37918
2496.21055,37919
2667.795325,37920
2858.053296,37921
3063.54611,37922
3268.968136,37923
3452.861653,37924
3587.573736,37925
3642.944641,37926
3596.819037,37927
3436.631758,37928
3162.793719,37929
2790.927766,37930
2349.409837,37931
1877.025774,37932
1414.194309,37933
1000.513159,37934
665.9563846,37935
428.0884545,37936
291.5306848,37937
249.3187759,37938
285.6149551,37939
379.4825888,37940
509.0916356,37941
654.8726416,37942
801.8337546,37943
940.4938994,37944
1066.015497,37945
1177.014251,37946
1273.314835,37947
1354.630563,37948
1419.235609,37949
1464.160331,37950
1485.91345,37951
1481.680588,37952
1450.940555,37953
1396.185351,37954
1323.318076,37955
1240.840719,37956
1158.660399,37957
1086.059912,37958
1030.191308,37959
994.6113391,37960
978.9042769,37961
979.1084932,37962
988.8819369,37963
1001.084558,37964
1009.600849,37965
1010.611723,37966
1002.792262,37967
987.9367893,37968
969.2821304,37969
950.8874293,37970
936.0037917,37971
926.1097905,37972
920.8378454,37973
917.4971184,37974
916.7827273,37975
915.8685209,37976
917.7860417,37977
926.327649,37978
947.1379013,37979
985.5114583,37980
1046.929864,37981
1132.784515,37982
1240.779621,37983
1363.456621,37984
1489.397986,37985
1605.405381,37986
1698.161461,37987
1758.05079,37988
1781.266904,37989
1770.684683,37990
1735.277842,37991
1689.540151,37992
1648.959431,37993
1627.741559,37994
1635.127828,37995
1673.777333,37996
1740.171213,37997
1824.332834,37998
1913.585571,37999
1995.766444,38000
2061.338163,38001
2124.072328,38002
2162.362268,38003
2202.177215,38004
2249.727349,38005
2312.108874,38006
2392.312979,38007
2487.108057,38008
2575.13224,38009
2662.818709,38010
2724.099403,38011
2746.045589,38012
2722.885698,38013
2657.293176,38014
2560.742232,38015
2450.65606,38016
2346.594972,38017
2266.014209,38018
2220.092137,38019
2212.08727,38020
2236.860079,38021
2282.981109,38022
2336.194149,38023
2383.113388,38024
2414.600337,38025
2427.900705,38026
2426.622504,38027
2419.167679,38028
2416.198837,38029
2427.132846,38030
2457.688943,38031
2508.084716,38032
2573.22802,38033
2638.119303,38034
2693.203283,38035
2723.616217,38036
2721.637255,38037
2686.24029,38038
2623.507774,38039
2546.708776,38040
2484.491613,38041
2446.331646,38042
2461.011346,38043
2534.816467,38044
2667.06734,38045
2847.236325,38046
3056.118129,38047
3268.565525,38048
3458.067527,38049
3601.986141,38050
3686.088392,38051
3707.2051,38052
3673.352541,38053
3601.322778,38054
3512.399189,38055
3427.313456,38056
3361.71378,38057
3323.231813,38058
3310.778113,38059
3316.093799,38060
3327.003539,38061
3324.162315,38062
3294.533023,38063
3227.816381,38064
3116.815753,38065
2963.829835,38066
2774.989922,38067
2559.316171,38068
2326.52249,38069
2086.003226,38070
1847.1643,38071
1617.172025,38072
1404.277359,38073
1214.978059,38074
1056.169144,38075
934.0915694,38076
853.4493016,38077
816.8021243,38078
823.923131,38079
871.1952857,38080
951.3651558,38081
1054.222189,38082
1167.411528,38083
1278.304807,38084
1375.554901,38085
1462.185101,38086
1536.967479,38087
1617.541374,38088
1725.708052,38089
1869.666114,38090
2068.874526,38091
2321.301563,38092
2616.788736,38093
2934.586396,38094
3244.684047,38095
3512.616299,38096
3706.406477,38097
3803.700008,38098
3797.0892,38099
3696.133458,38100
3525.479373,38101
3319.527408,38102
3114.991445,38103
2943.217954,38104
2823.657919,38105
2761.039011,38106
2746.009175,38107
2759.199983,38108
2696.251389,38109
2708.67492,38110
2700.327617,38111
2670.182513,38112
2627.617739,38113
2588.719695,38114
2558.473557,38115
2550.11224,38116
2552.963875,38117
2551.203516,38118
2521.219755,38119
2435.103693,38120
2266.448161,38121
2007.704428,38122
1661.59752,38123
1253.702929,38124
824.4835431,38125
411.9064678,38126
79.14331576,38127
-146.8816868,38128
-247.3393986,38129
-223.7276446,38130
-96.79168305,38131
98.62891728,38132
321.5391083,38133
533.645764,38134
706.8713812,38135
827.8882647,38136
898.5853411,38137
933.0760627,38138
951.7163565,38139
974.2442915,38140
1014.069215,38141
1074.462196,38142
1148.414587,38143
1221.269982,38144
1275.585049,38145
1296.739184,38146
1285.036341,38147
1245.74406,38148
1202.077827,38149
1182.019613,38150
1214.068957,38151
1320.190619,38152
1509.306788,38153
1774.722118,38154
2092.299944,38155
2426.4339,38156
2733.738856,38157
2974.727129,38158
3119.264379,38159
3153.538293,38160
3081.646828,38161
2924.01789,38162
2711.21965,38163
2476.696024,38164
2249.973701,38165
2050.5355,38166
1884.696214,38167
1747.414368,38168
1625.826727,38169
1505.073552,38170
1374.196492,38171
1231.400473,38172
1086.48457,38173
957.3171325,38174
869.0588832,38175
844.7345857,38176
902.0535676,38177
1045.187011,38178
1264.129164,38179
1534.760233,38180
1822.342486,38181
2088.536661,38182
2299.297211,38183
2429.856709,38184
2470.435235,38185
2426.771356,38186
2317.394124,38187
2171.262556,38188
2022.11842,38189
1900.591857,38190
1831.459898,38191
1839.839932,38192
1916.297063,38193
1971.127277,38194
2101.568564,38195
2178.951004,38196
2181.576331,38197
2091.131839,38198
1900.438886,38199
1697.586882,38200
1348.486977,38201
980.1797731,38202
641.128294,38203
375.0008189,38204
211.5897708,38205
160.5542287,38206
210.7253665,38207
333.6111089,38208
490.9967952,38209
644.4988005,38210
763.9924266,38211
833.9412472,38212
855.2290528,38213
845.360153,38214
829.5080921,38215
835.4163035,38216
896.54705,38217
1015.428431,38218
1199.167026,38219
1431.294721,38220
1686.873037,38221
1940.192217,38222
2170.91769,38223
2370.209363,38224
2529.114249,38225
2659.545209,38226
2770.655391,38227
2874.799701,38228
2981.939936,38229
3094.965848,38230
3207.876526,38231
3307.154769,38232
3375.756203,38233
3398.428852,38234
3366.756969,38235
3282.454338,38236
3157.961757,38237
3014.172044,38238
2875.897082,38239
2766.291415,38240
2701.701682,38241
2688.26471,38242
2721.082907,38243
2786.107671,38244
2864.152704,38245
2935.927734,38246
2986.229984,38247
3007.966755,38248
3002.433441,38249
2978.314537,38250
2948.678149,38251
2926.505948,38252
2921.470843,38253
2936.754792,38254
2969.159145,38255
3009.340382,38256
3046.006538,38257
3068.141644,38258
3058.373236,38259
3015.255496,38260
2930.138659,38261
2804.45337,38262
2641.973353,38263
2447.984143,38264
2228.562003,38265
1989.513233,38266
1737.837932,38267
1482.069861,38268
1231.086805,38269
997.788065,38270
793.8360368,38271
631.3560622,38272
520.2845695,38273
466.1365818,38274
468.9156839,38275
522.7774469,38276
616.6700487,38277
735.9225871,38278
925.146378,38279
1134.113253,38280
1414.520707,38281
1755.267869,38282
2148.216157,38283
2581.292251,38284
3033.29195,38285
3472.754709,38286
3856.904673,38287
4142.647348,38288
4293.799487,38289
4288.754877,38290
4128.62395,38291
3836.362943,38292
3454.54463,38293
3034.679749,38294
2629.679409,38295
2284.259202,38296
2026.623761,38297
1868.117773,38298
1801.786014,38299
1807.883874,38300
1861.175055,38301
1936.121112,38302
2013.968414,38303
2084.828905,38304
2147.019049,38305
2204.876916,38306
2263.227288,38307
2323.769872,38308
2382.32192,38309
2464.331567,38310
2535.563555,38311
2620.321798,38312
2703.550013,38313
2783.529172,38314
2769.875687,38315
2808.88399,38316
2801.008533,38317
2731.796087,38318
2585.956184,38319
2354.163645,38320
2093.644717,38321
1691.347275,38322
1243.838553,38323
790.7666039,38324
377.5729629,38325
47.40578815,38326
-166.6434149,38327
-249.2819412,38328
-204.5330186,38329
-56.21922522,38330
160.2956101,38331
402.8014556,38332
633.2352826,38333
824.1137828,38334
962.6047333,38335
1050.713382,38336
1102.759372,38337
1142.876021,38338
1184.121444,38339
1242.0793,38340
1315.246445,38341
1391.037047,38342
1452.532542,38343
1480.500628,38344
1461.174716,38345
1391.442115,38346
1281.589121,38347
1154.18567,38348
1039.81266,38349
971.5584068,38350
975.9368205,38351
1067.485596,38352
1246.192056,38353
1496.460491,38354
1792.440962,38355
2099.159716,38356
2384.600392,38357
2623.117333,38358
2799.123728,38359
2910.466774,38360
2966.788436,38361
2983.597564,38362
2978.528015,38363
2965.405916,38364
2952.214609,38365
2939.821376,38366
2923.75262,38367
2848.451403,38368
2732.147053,38369
2523.16681,38370
2223.249173,38371
1844.996425,38372
1411.379248,38373
957.0016127,38374
525.0939093,38375
191.5108954,38376
-69.50912378,38377
-199.6010511,38378
-193.9763708,38379
-68.64051151,38380
183.2707818,38381
438.3269215,38382
691.7009886,38383
906.9733594,38384
1062.058352,38385
1152.012941,38386
1187.381751,38387
1189.263004,38388
1181.863801,38389
1185.590978,38390
1211.364452,38391
1258.596886,38392
1316.286991,38393
1367.100982,38394
1393.380439,38395
1382.702275,38396
1331.846775,38397
1248.324632,38398
1148.435447,38399
1053.25854,38400
983.1192069,38401
952.4020268,38402
966.0295339,38403
1018.302099,38404
1094.712136,38405
1175.80545,38406
1242.170923,38407
1279.39223,38408
1284.57356,38409
1263.780271,38410
1233.313679,38411
1214.326151,38412
1227.617896,38413
1245.839739,38414
1410.200498,38415
1677.172046,38416
2026.66856,38417
2431.733037,38418
2858.396934,38419
3268.17792,38420
3622.811113,38421
3890.089494,38422
4049.304958,38423
4094.829562,38424
4036.832628,38425
3898.85913,38426
3712.794216,38427
3512.391551,38428
3326.568254,38429
3174.248261,38430
3054.497562,38431
2965.209295,38432
2884.256551,38433
2793.642614,38434
2677.537237,38435
2526.550558,38436
2341.863305,38437
2133.392661,38438
1917.147181,38439
1712.284688,38440
1534.796126,38441
1393.156642,38442
1287.823334,38443
1211.291978,38444
1149.09164,38445
1087.808033,38446
1016.015343,38447
929.3539105,38448
831.9624242,38449
733.5010267,38450
663.4654056,38451
596.7488095,38452
564.1623151,38453
566.5635609,38454
598.3707832,38455
647.7024279,38456
700.4949175,38457
745.4410398,38458
774.4370834,38459
789.1749057,38460
797.6063863,38461
812.8886,38462
850.9638225,38463
926.0332127,38464
1047.184732,38465
1215.925802,38466
1426.296689,38467
1666.243126,38468
1923.23524,38469
2183.893839,38470
2433.784125,38471
2668.402305,38472
2880.530258,38473
3067.517474,38474
3228.352154,38475
3361.368701,38476
3463.197194,38477
3529.131575,38478
3554.650965,38479
3537.492358,38480
3479.527924,38481
3387.77579,38482
3274.138159,38483
3153.833985,38484
3042.868379,38485
2955.154456,38486
2896.197892,38487
2866.132863,38488
2859.829571,38489
2863.85876,38490
2864.622946,38491
2850.101361,38492
2809.731758,38493
2738.847683,38494
2637.433666,38495
2510.611933,38496
2365.101245,38497
2206.470767,38498
2036.482646,38499
1855.935712,38500
1664.855503,38501
1461.000031,38502
1248.707726,38503
1035.239032,38504
832.3090681,38505
655.7278641,38506
522.751332,38507
448.3452212,38508
441.1877268,38509
501.1518057,38510
618.0113559,38511
773.2853043,38512
943.4108097,38513
1104.250298,38514
1235.975652,38515
1326.341722,38516
1354.103537,38517
1364.107952,38518
1353.044983,38519
1337.089638,38520
1333.802456,38521
1353.835226,38522
1401.274087,38523
1470.680798,38524
1549.901984,38525
1623.36832,38526
1674.971287,38527
1691.637175,38528
1668.668458,38529
1606.83599,38530
1538.672495,38531
1429.17161,38532
1324.774768,38533
1245.414924,38534
1209.558004,38535
1231.952943,38536
1237.609433,38537
1413.518458,38538
1664.794948,38539
1971.338116,38540
2311.55926,38541
2658.470168,38542
2986.126071,38543
3266.571011,38544
3461.358596,38545
3552.445004,38546
3513.607387,38547
3336.1292,38548
3027.915385,38549
2657.831132,38550
2153.601737,38551
1613.375451,38552
1082.460197,38553
605.3486503,38554
220.1646283,38555
-47.49716517,38556
-187.9595039,38557
-205.827685,38558
-123.3720893,38559
29.08376124,38560
216.8617974,38561
407.3738377,38562
575.5157132,38563
706.8901011,38564
798.3566713,38565
856.1892636,38566
891.8151827,38567
917.7121367,38568
943.0705649,38569
971.4654241,38570
1000.394095,38571
1022.832821,38572
1030.173276,38573
1017.370573,38574
982.619347,38575
932.7671087,38576
879.827279,38577
839.926683,38578
828.6559541,38579
859.498791,38580
936.0864397,38581
1056.804192,38582
1211.637327,38583
1385.339375,38584
1562.561312,38585
1730.322431,38586
1881.487266,38587
2016.13925,38588
2143.263248,38589
2274.456358,38590
2422.360892,38591
2594.309744,38592
2790.669852,38593
2998.683569,38594
3193.925551,38595
3349.870836,38596
3434.482454,38597
3421.889654,38598
3299.068954,38599
3066.998655,38600
2736.034076,38601
2344.317584,38602
1925.035995,38603
1516.999729,38604
1153.745336,38605
859.5107805,38606
646.1067619,38607
511.2560748,38608
443.6560318,38609
426.1738861,38610
441.3116274,38611
475.5446868,38612
521.6163508,38613
578.4776521,38614
649.2079501,38615
737.7641719,38616
845.659551,38617
969.6130807,38618
1100.871389,38619
1226.390695,38620
1331.524883,38621
1403.444175,38622
1434.316425,38623
1423.362688,38624
1377.218682,38625
1308.499137,38626
1232.942624,38627
1165.880921,38628
1118.935351,38629
1097.75774,38630
1101.336819,38631
1122.968098,38632
1152.552922,38633
1179.564859,38634
1195.880978,38635
1263.736671,38636
1300.049829,38637
1382.438772,38638
1516.844183,38639
1707.221806,38640
1950.747813,38641
2195.990378,38642
2489.219762,38643
2759.597419,38644
2972.435718,38645
3098.631067,38646
3123.104546,38647
3047.792119,38648
2892.627692,38649
2690.082464,38650
2480.003974,38651
2300.185029,38652
2179.605317,38653
2134.318516,38654
2166.366964,38655
2267.405026,38656
2414.818113,38657
2589.458606,38658
2768.906074,38659
2936.805223,38660
3084.228864,38661
3208.340183,38662
3310.03821,38663
3391.370502,38664
3453.459511,38665
3495.462435,38666
3514.739411,38667
3508.040054,38668
3473.231802,38669
3410.957839,38670
3325.656174,38671
3225.573889,38672
3121.709166,38673
3025.922859,38674
2944.430971,38675
2882.131445,38676
2837.101249,38677
2801.998785,38678
2768.693138,38679
2728.071749,38680
2672.780367,38681
2598.352879,38682
2506.514455,38683
2401.434137,38684
2291.578543,38685
2185.421791,38686
2090.171327,38687
2009.026699,38688
1940.640811,38689
1881.253476,38690
1824.856095,38691
1766.223659,38692
1703.440714,38693
1638.313148,38694
1574.826591,38695
1520.382421,38696
1481.680573,38697
1463.336835,38698
1466.746338,38699
1487.856131,38700
1520.140902,38701
1553.051377,38702
1577.292429,38703
1585.621499,38704
1574.912733,38705
1547.466207,38706
1509.719095,38707
1471.021977,38708
1442.256616,38709
1431.057062,38710
1442.461804,38711
1475.730535,38712
1526.65019,38713
1586.480458,38714
1645.640355,38715
1695.825346,38716
1729.913954,38717
1745.975813,38718
1745.088808,38719
1731.661806,38720
1713.015807,38721
1695.1915,38722
1684.187611,38723
1683.934214,38724
1695.159812,38725
1715.824573,38726
1772.769941,38727
1802.722151,38728
1826.691811,38729
1840.877629,38730
1843.451516,38731
1835.657128,38732
1819.503582,38733
1798.568078,38734
1776.281908,38735
1756.415102,38736
1741.067233,38737
1730.402873,38738
1723.362165,38739
1715.938188,38740
1703.04846,38741
1678.168331,38742
1639.224423,38743
1582.67373,38744
1511.348651,38745
1430.105512,38746
1345.810872,38747
1266.582695,38748
1200.470447,38749
1153.926441,38750
1130.485762,38751
1130.019417,38752
1148.773082,38753
1180.196159,38754
1216.360421,38755
1249.619197,38756
1274.104738,38757
1286.714245,38758
1287.376621,38759
1278.58207,38760
1264.34359,38761
1248.894409,38762
1237.933662,38763
1235.330516,38764
1245.555344,38765
1274.089992,38766
1324.305364,38767
1401.383483,38768
1509.375956,38769
1651.273023,38770
1827.820257,38771
2036.899454,38772
2267.932077,38773
2507.956623,38774
2739.206621,38775
2943.204089,38776
3094.470757,38777
3199.620413,38778
3244.393431,38779
3231.704789,38780
3172.094602,38781
3081.96843,38782
2985.561575,38783
2888.691238,38784
2810.743352,38785
2758.872416,38786
2733.971114,38787
2729.946144,38788
2738.906125,38789
2750.901094,38790
2760.193718,38791
2763.085376,38792
2762.278968,38793
2762.374954,38794
2771.153961,38795
2794.636487,38796
2836.013447,38797
2894.238232,38798
2963.492371,38799
3025.264517,38800
3074.336131,38801
3091.320478,38802
3069.733105,38803
3010.180795,38804
2919.017804,38805
2811.919148,38806
2707.526496,38807
2631.927012,38808
2583.625777,38809
2576.230649,38810
2609.668029,38811
2675.456463,38812
2756.821089,38813
2835.883833,38814
2895.051331,38815
2923.017377,38816
2916.829253,38817
2882.029028,38818
2830.836399,38819
2778.680755,38820
2810.217162,38821
2797.043621,38822
2810.570129,38823
2847.010276,38824
2890.610151,38825
2925.570585,38826
2929.074485,38827
2882.626888,38828
2771.45343,38829
2588.728606,38830
2340.104209,38831
2038.195479,38832
1704.673291,38833
1367.623624,38834
1055.352802,38835
793.5214787,38836
601.950008,38837
494.3059865,38838
477.1791297,38839
547.0741925,38840
695.1028867,38841
907.3842288,38842
1166.198952,38843
1452.375654,38844
1748.075634,38845
2036.593316,38846
2301.608949,38847
2527.2816,38848
2699.658953,38849
2805.077637,38850
2831.683543,38851
2773.359412,38852
2633.678831,38853
2420.198609,38854
2153.473051,38855
1859.359394,38856
1566.787383,38857
1304.305563,38858
1096.034847,38859
958.0591889,38860
895.841406,38861
904.4472551,38862
977.4999704,38863
1096.606433,38864
1250.587806,38865
1428.00565,38866
1620.381911,38867
1823.900199,38868
2037.644787,38869
2260.545413,38870
2490.777451,38871
2722.724294,38872
2951.020212,38873
3163.844528,38874
3350.009364,38875
3502.127899,38876
3612.897554,38877
3681.408089,38878
3702.347156,38879
3679.169728,38880
3606.710228,38881
3479.375728,38882
3292.234354,38883
3040.778575,38884
2723.999105,38885
2347.467036,38886
1927.019509,38887
1486.326909,38888
1056.881586,38889
673.426069,38890
368.9008099,38891
168.3089749,38892
86.3620655,38893
124.7238815,38894
272.0366187,38895
508.1060233,38896
803.943352,38897
1130.896159,38898
1461.252456,38899
1771.23798,38900
2043.975906,38901
2266.425284,38902
2429.782483,38903
2527.216548,38904
2551.59997,38905
2491.628271,38906
2355.309153,38907
2141.767022,38908
1857.858116,38909
1522.837285,38910
1162.71861,38911
808.0529571,38912
490.619375,38913
238.8309219,38914
73.02646732,38915
1.905825028,38916
21.09670574,38917
114.3008685,38918
256.8069812,38919
420.5596722,38920
579.5963584,38921
714.6001383,38922
815.5761017,38923
882.1619295,38924
930.755457,38925
976.3677502,38926
1041.348755,38927
1143.750244,38928
1292.266381,38929
1485.469234,38930
1713.799321,38931
1959.653286,38932
2201.548084,38933
2418.471379,38934
2592.46107,38935
2713.137621,38936
2778.562867,38937
2794.414808,38938
2774.322197,38939
2733.325123,38940
2686.6541,38941
2645.40197,38942
2615.67061,38943
2597.041715,38944
2585.606948,38945
2575.510941,38946
2560.627244,38947
2537.250712,38948
2505.280849,38949
2468.646444,38950
2432.215703,38951
2402.129872,38952
2382.083879,38953
2372.070988,38954
2368.794209,38955
2365.345188,38956
2353.079598,38957
2324.118244,38958
2271.938726,38959
2193.670102,38960
2091.734083,38961
1971.771436,38962
1842.84524,38963
1716.621412,38964
1603.578137,38965
1512.328555,38966
1447.475261,38967
1410.168748,38968
1397.434437,38969
1404.912588,38970
1426.465823,38971
1457.407386,38972
1494.286462,38973
1534.328159,38974
1577.247249,38975
1623.874692,38976
1676.579025,38977
1736.888119,38978
1805.965632,38979
1894.947336,38980
1995.628752,38981
2117.204465,38982
2255.581481,38983
2406.897462,38984
2565.992074,38985
2725.570422,38986
2877.84169,38987
3011.894698,38988
3118.744996,38989
3190.940172,38990
3225.31122,38991
3225.047415,38992
3198.437582,38993
3158.171338,38994
3118.591857,38995
3093.985376,38996
3092.864031,38997
3120.271348,38998
3173.307436,38999
3243.360929,39000
3317.669749,39001
3382.079986,39002
3424.253811,39003
3436.469226,39004
3417.280756,39005
3371.628542,39006
3309.401859,39007
3242.866803,39008
3183.649954,39009
3140.059836,39010
3115.40939,39011
3107.714735,39012
3110.770869,39013
3115.090962,39014
3111.099327,39015
3092.461916,39016
3054.832885,39017
3012.057312,39018
2868.177932,39019
2640.552108,39020
2341.07445,39021
1982.86443,39022
1584.76553,39023
1175.847949,39024
794.8443996,39025
487.4057698,39026
296.5654843,39027
255.9080933,39028
379.6879027,39029
659.1738963,39030
1115.870694,39031
1593.884024,39032
2083.719789,39033
2525.215463,39034
2867.581154,39035
3076.023628,39036
3138.331363,39037
3060.587211,39038
2863.823748,39039
2580.346728,39040
2246.608718,39041
1892.306831,39042
1544.243905,39043
1219.653056,39044
928.744791,39045
677.9139336,39046
472.5018254,39047
318.3058105,39048
228.2204542,39049
210.6729613,39050
275.9682752,39051
428.17249,39052
662.7849886,39053
965.1216594,39054
1314.330926,39055
1682.359784,39056
2041.24987,39057
2365.219649,39058
2634.723016,39059
2841.002313,39060
2987.029233,39061
3084.934332,39062
3156.129522,39063
3217.82746,39064
3289.306039,39065
3377.322026,39066
3480.247364,39067
3588.395199,39068
3685.680609,39069
3754.547967,39070
3776.37492,39071
3742.707887,39072
3653.191743,39073
3516.420644,39074
3352.430597,39075
3184.586016,39076
3038.125972,39077
2934.085117,39078
2882.758879,39079
2889.137443,39080
2945.848333,39081
3039.008124,39082
3151.129887,39083
3264.493613,39084
3364.184182,39085
3440.426112,39086
3489.88339,39087
3515.271335,39088
3523.238889,39089
3522.490856,39090
3516.259366,39091
3505.485464,39092
3484.984774,39093
3443.335277,39094
3369.12551,39095
3252.253832,39096
3086.860399,39097
2874.477487,39098
2624.823904,39099
2354.580459,39100
2084.644064,39101
1836.589131,39102
1627.093058,39103
1465.492514,39104
1351.478183,39105
1276.338009,39106
1224.534921,39107
1179.94571,39108
1128.965591,39109
1064.129507,39110
986.7743719,39111
905.5681589,39112
834.2496777,39113
801.1401123,39114
811.7246745,39115
904.0256502,39116
1081.42659,39117
1353.264526,39118
1698.539417,39119
2089.447733,39120
2495.590464,39121
2881.818266,39122
3214.94936,39123
3467.385511,39124
3617.134948,39125
3658.861732,39126
3596.359066,39127
3446.753094,39128
3236.41552,39129
2996.687184,39130
2760.200409,39131
2556.14033,39132
2403.989185,39133
2317.294517,39134
2298.587652,39135
2341.77004,39136
2435.360026,39137
2564.128579,39138
2711.411565,39139
2860.795679,39140
2998.427041,39141
3110.954679,39142
3184.188808,39143
3210.84275,39144
3180.879379,39145
3088.257205,39146
2932.788832,39147
2716.264302,39148
2446.811797,39149
2137.316592,39150
1811.735901,39151
1493.929435,39152
1214.610128,39153
1002.37209,39154
877.0924844,39155
851.2911947,39156
924.1246123,39157
1083.434967,39158
1361.609561,39159
1618.074196,39160
1877.638431,39161
2113.444973,39162
2305.201647,39163
2442.673906,39164
2525.011364,39165
2557.836703,39166
2552.87728,39167
2520.310432,39168
2467.793907,39169
2399.611829,39170
2314.602352,39171
2208.907226,39172
2078.737802,39173
1923.465497,39174
1746.060322,39175
1556.500314,39176
1368.508361,39177
1204.310834,39178
1083.414429,39179
1028.245063,39180
1055.516054,39181
1178.196533,39182
1401.597105,39183
1712.585748,39184
2099.497916,39185
2532.16035,39186
2977.511962,39187
3401.159004,39188
3770.378177,39189
4057.967156,39190
4245.996739,39191
4328.454556,39192
4311.999623,39193
4214.500869,39194
4061.582902,39195
3881.527558,39196
3700.144501,39197
3536.718349,39198
3402.255251,39199
3297.485773,39200
3217.233995,39201
3151.807132,39202
3091.044663,39203
3028.648202,39204
2962.515702,39205
2896.372636,39206
2837.818938,39207
2795.60578,39208
2776.521149,39209
2783.487978,39210
2813.589139,39211
2858.762931,39212
2907.539238,39213
2947.4988,39214
2968.74184,39215
2965.491266,39216
3022.844166,39217
2965.199608,39218
2882.091095,39219
2767.76852,39220
2617.839389,39221
2427.003893,39222
2195.344488,39223
1919.872344,39224
1608.88768,39225
1276.889407,39226
945.8155676,39227
643.1915796,39228
397.6711864,39229
233.2366217,39230
163.7215854,39231
189.239448,39232
295.5787356,39233
456.9133985,39234
641.2489348,39235
816.6326373,39236
957.8222903,39237
1050.630937,39238
1093.484392,39239
1123.62305,39240
1143.379311,39241
1202.656095,39242
1317.606683,39243
1497.714164,39244
1736.532494,39245
2016.688374,39246
2307.238897,39247
2572.86623,39248
2781.578104,39249
2912.687162,39250
2958.846101,39251
2931.22757,39252
2853.699654,39253
2756.067526,39254
2668.837117,39255
2612.786738,39256
2595.565917,39257
2610.777715,39258
2640.114727,39259
2659.830084,39260
2646.290851,39261
2584.436237,39262
2471.200733,39263
2315.807783,39264
2160.235241,39265
2025.635487,39266
1955.625006,39267
1975.593093,39268
2091.658458,39269
2294.603597,39270
2559.424237,39271
2849.183388,39272
3122.203823,39273
3340.72323,39274
3478.759846,39275
3527.17648,39276
3494.702429,39277
3404.752257,39278
3288.970018,39279
3179.238041,39280
3100.21643,39281
3064.254653,39282
3069.820393,39283
3103.625254,39284
3145.657245,39285
3175.611744,39286
3178.924571,39287
3150.810171,39288
3097.320774,39289
3033.288219,39290
2977.85431,39291
2948.913872,39292
2958.03221,39293
3007.208287,39294
3083.536567,39295
3166.642252,39296
3228.53894,39297
3238.818452,39298
3174.453211,39299
3020.969667,39300
2777.746513,39301
2454.931281,39302
2077.426481,39303
1676.671778,39304
1286.452443,39305
940.0002285,39306
662.7934322,39307
470.3241512,39308
367.1492099,39309
347.723177,39310
398.452297,39311
500.7263885,39312
634.5120121,39313
781.3167569,39314
926.6688398,39315
1060.949885,39316
1180.485042,39317
1283.32475,39318
1371.262967,39319
1445.072094,39320
1504.566296,39321
1554.065256,39322
1593.612489,39323
1628.434353,39324
1666.048925,39325
1713.388322,39326
1780.482655,39327
1875.280379,39328
2005.035183,39329
2171.758372,39330
2373.196792,39331
2600.740534,39332
2840.3242,39333
3073.547674,39334
3280.73215,39335
3442.665375,39336
3544.388327,39337
3575.803168,39338
3514.65857,39339
3412.494623,39340
3254.746612,39341
3050.759323,39342
2812.61611,39343
2551.03411,39344
2276.168708,39345
1995.459603,39346
1713.295505,39347
1435.086295,39348
1167.060511,39349
916.0928695,39350
693.324411,39351
510.2968663,39352
378.1290813,39353
305.5996331,39354
296.9446473,39355
350.1047715,39356
455.9450042,39357
599.1402962,39358
760.235991,39359
918.8946325,39360
1057.099804,39361
1163.258586,39362
1230.896125,39363
1347.377372,39364
1352.545729,39365
1339.435195,39366
1319.246813,39367
1300.944877,39368
1286.771434,39369
1276.021049,39370
1264.428544,39371
1245.728717,39372
1214.544116,39373
1168.387126,39374
1108.883835,39375
1041.732529,39376
975.5861499,39377
919.596009,39378
881.3831106,39379
868.7234976,39380
881.3103,39381
919.2789762,39382
984.4314384,39383
1064.426992,39384
1158.896183,39385
1260.362754,39386
1363.91953,39387
1468.260525,39388
1572.377788,39389
1677.75436,39390
1784.892721,39391
1893.345866,39392
2003.273179,39393
2112.909459,39394
2220.343444,39395
2324.051977,39396
2420.233992,39397
2505.682283,39398
2577.229466,39399
2632.350572,39400
2669.999331,39401
2691.379361,39402
2698.319068,39403
2695.142979,39404
2685.363128,39405
2672.640759,39406
2659.600374,39407
2647.66221,39408
2636.514223,39409
2624.658281,39410
2610.188056,39411
2587.082228,39412
2555.000209,39413
2509.412215,39414
2449.93015,39415
2376.393677,39416
2291.629752,39417
2198.060611,39418
2100.605375,39419
2005.820972,39420
1921.723121,39421
1857.218869,39422
1822.328879,39423
1825.146501,39424
1872.237373,39425
1964.088277,39426
2098.283293,39427
2265.600129,39428
2452.584863,39429
2643.215141,39430
2821.04456,39431
2971.246307,39432
3083.396275,39433
3152.942098,39434
3181.984376,39435
3177.834014,39436
3152.794742,39437
3119.348223,39438
3089.812537,39439
3072.735699,39440
3072.35697,39441
3088.093966,39442
3115.337276,39443
3142.722604,39444
3162.833453,39445
3162.521621,39446
3133.029111,39447
3068.312525,39448
2963.998275,39449
2818.733553,39450
2632.416011,39451
2406.617717,39452
2146.158299,39453
1860.081913,39454
1559.510262,39455
1260.794234,39456
982.084376,39457
741.6553587,39458
555.9561431,39459
437.9315116,39460
394.5219938,39461
425.1090431,39462
520.7076666,39463
